respondent_id,h1n1_vaccine,seasonal_vaccine
47339,0.16,0.19
47340,0.48,0.63
47341,0.11,0.84
47342,0.75,0.91
47343,0.16,0.57
47344,0.12,0.34
47345,0.02,0.27
47346,0.1,0.69
47347,0.33,0.52
47348,0.26,0.35
47349,0.12,0.07
47350,0.11,0.57
47351,0.09,0.04
47352,0.02,0.36
47353,0.25,0.42
47354,0.91,0.91
47355,0.2,1.0
47356,0.52,0.78
47357,0.03,0.06
47358,0.58,0.75
47359,0.05,0.39
47360,0.0,0.6
47361,0.15,0.15
47362,0.15,0.2
47363,0.22,0.65
47364,0.52,0.68
47365,0.35,0.9
47366,0.02,0.19
47367,0.7,0.7
47368,0.19,0.71
47369,0.02,0.19
47370,0.14,0.81
47371,0.09,0.11
47372,0.22,0.17
47373,0.31,0.62
47374,0.1,0.29
47375,0.03,0.72
47376,0.03,0.51
47377,0.14,0.19
47378,0.3,0.89
47379,0.05,0.71
47380,0.02,0.38
47381,0.0,0.17
47382,0.03,0.26
47383,0.68,0.66
47384,0.3,0.3
47385,0.0,0.54
47386,0.28,0.39
47387,0.03,0.99
47388,0.09,0.2
47389,0.3,0.72
47390,0.01,0.09
47391,0.72,0.88
47392,0.0,0.37
47393,0.07,0.32
47394,0.08,0.2
47395,0.57,0.5
47396,0.77,0.26
47397,0.36,0.56
47398,0.46,0.77
47399,0.21,0.9
47400,0.08,0.5
47401,0.07,0.23
47402,0.07,0.79
47403,0.05,0.31
47404,0.02,0.1
47405,0.01,0.04
47406,0.01,0.11
47407,0.25,0.65
47408,0.03,0.74
47409,0.81,0.84
47410,0.06,0.83
47411,0.18,0.76
47412,0.12,0.98
47413,0.0,0.11
47414,0.19,0.63
47415,0.22,0.74
47416,0.01,0.57
47417,0.05,0.28
47418,0.02,0.04
47419,0.55,0.99
47420,0.01,0.23
47421,0.04,0.27
47422,0.17,0.43
47423,0.53,0.39
47424,0.51,0.61
47425,0.22,0.2
47426,0.09,0.18
47427,0.46,0.7
47428,0.83,0.89
47429,0.02,0.24
47430,0.02,0.04
47431,0.13,0.22
47432,0.02,0.22
47433,0.32,0.78
47434,0.21,0.59
47435,0.08,0.33
47436,0.04,0.48
47437,0.47,0.64
47438,0.18,0.11
47439,0.07,1.0
47440,0.08,0.07
47441,0.06,0.15
47442,0.09,0.84
47443,0.35,0.91
47444,0.01,0.22
47445,0.01,0.27
47446,0.05,0.12
47447,0.06,0.26
47448,0.05,0.22
47449,0.12,0.65
47450,0.14,0.9
47451,0.16,0.55
47452,0.04,0.75
47453,0.79,0.94
47454,0.18,0.86
47455,0.13,0.4
47456,0.13,0.76
47457,0.27,0.46
47458,0.03,0.37
47459,0.6,0.56
47460,0.07,0.27
47461,0.23,0.78
47462,0.06,0.17
47463,0.12,0.38
47464,0.03,0.17
47465,0.57,0.45
47466,0.29,0.16
47467,0.66,0.31
47468,0.52,0.52
47469,0.15,0.88
47470,0.21,0.39
47471,0.62,0.47
47472,0.14,0.4
47473,0.03,0.38
47474,0.14,0.64
47475,0.0,0.06
47476,0.5,0.67
47477,0.39,0.6
47478,0.17,0.72
47479,0.19,0.36
47480,0.24,0.42
47481,0.03,0.19
47482,0.12,0.5
47483,0.86,0.81
47484,0.02,0.49
47485,0.02,0.55
47486,0.08,0.08
47487,0.61,0.92
47488,0.57,0.51
47489,0.06,0.63
47490,0.07,0.0
47491,0.03,0.54
47492,0.61,0.94
47493,0.15,0.28
47494,0.13,0.94
47495,0.07,0.08
47496,0.07,0.13
47497,0.09,0.94
47498,0.03,0.17
47499,0.96,0.83
47500,0.02,0.23
47501,0.43,0.53
47502,0.02,0.2
47503,0.31,0.27
47504,0.38,0.53
47505,0.08,0.21
47506,0.02,0.21
47507,0.1,0.17
47508,0.08,0.73
47509,0.04,0.23
47510,0.15,0.18
47511,0.37,0.66
47512,0.31,0.87
47513,0.01,0.01
47514,0.04,0.1
47515,0.02,0.44
47516,0.56,0.45
47517,0.08,0.25
47518,0.13,0.18
47519,0.77,0.92
47520,0.19,0.81
47521,0.13,0.07
47522,0.53,0.49
47523,0.39,0.55
47524,0.51,0.63
47525,0.07,0.19
47526,0.05,0.25
47527,0.5,0.65
47528,0.1,0.85
47529,0.02,0.29
47530,0.16,0.55
47531,0.23,0.52
47532,0.01,0.1
47533,0.16,0.73
47534,0.1,0.63
47535,0.44,0.67
47536,0.51,0.46
47537,0.18,0.32
47538,0.76,0.39
47539,0.94,0.96
47540,0.01,0.47
47541,0.0,0.02
47542,0.65,1.0
47543,0.1,0.18
47544,0.01,0.13
47545,0.36,0.99
47546,0.09,0.95
47547,0.23,0.6
47548,0.03,0.2
47549,0.06,0.11
47550,0.06,0.08
47551,0.34,0.97
47552,0.24,0.46
47553,0.21,0.17
47554,0.46,0.44
47555,0.34,0.16
47556,0.0,0.09
47557,0.01,0.97
47558,0.53,0.58
47559,0.75,0.83
47560,0.38,0.77
47561,0.27,0.71
47562,0.07,0.35
47563,0.09,0.05
47564,0.07,0.1
47565,0.23,0.77
47566,0.46,0.56
47567,0.1,0.66
47568,0.13,0.43
47569,0.16,0.1
47570,0.01,0.08
47571,0.7,0.79
47572,0.62,0.51
47573,0.32,0.58
47574,0.45,0.53
47575,0.11,0.6
47576,0.07,0.03
47577,0.2,0.99
47578,0.11,0.1
47579,0.29,0.71
47580,0.01,0.26
47581,0.21,0.27
47582,0.23,0.44
47583,0.13,0.1
47584,0.38,0.63
47585,0.28,0.68
47586,0.42,0.57
47587,0.74,0.8
47588,0.05,0.59
47589,0.43,0.75
47590,0.05,0.42
47591,0.22,0.36
47592,0.06,0.16
47593,0.01,0.06
47594,0.15,0.38
47595,0.09,0.16
47596,0.65,0.82
47597,0.24,0.37
47598,0.04,0.6
47599,0.0,0.01
47600,0.04,0.1
47601,0.1,0.39
47602,0.39,0.35
47603,0.11,0.57
47604,0.03,0.88
47605,0.09,0.05
47606,0.18,0.39
47607,0.03,0.07
47608,0.59,0.56
47609,0.25,0.39
47610,0.22,0.34
47611,0.13,0.62
47612,0.01,0.06
47613,0.84,0.52
47614,0.15,0.31
47615,0.69,0.93
47616,0.16,0.81
47617,0.32,0.41
47618,0.12,0.87
47619,0.1,0.28
47620,0.05,0.09
47621,0.15,0.39
47622,0.38,0.14
47623,0.13,0.88
47624,0.01,0.11
47625,0.01,0.02
47626,0.04,0.34
47627,0.73,0.63
47628,0.17,0.54
47629,0.15,0.89
47630,0.0,0.13
47631,0.02,0.05
47632,0.82,0.91
47633,0.22,0.3
47634,0.05,0.89
47635,0.02,0.09
47636,0.35,0.75
47637,0.26,0.58
47638,0.19,0.36
47639,0.06,0.16
47640,0.42,0.55
47641,0.16,0.43
47642,0.05,0.63
47643,0.19,0.31
47644,0.33,0.46
47645,0.57,0.66
47646,0.44,0.88
47647,0.11,0.52
47648,0.08,0.44
47649,0.12,0.48
47650,0.85,0.99
47651,0.07,0.17
47652,0.04,0.49
47653,0.62,0.86
47654,0.01,0.23
47655,0.1,0.23
47656,0.09,0.52
47657,0.1,0.75
47658,0.51,0.98
47659,0.14,0.79
47660,0.18,0.63
47661,0.49,0.56
47662,0.02,0.0
47663,0.03,0.94
47664,0.02,0.16
47665,0.09,0.14
47666,0.46,0.67
47667,0.01,0.41
47668,0.65,0.93
47669,0.16,0.66
47670,0.36,0.78
47671,0.19,0.56
47672,0.12,0.24
47673,0.26,0.66
47674,0.49,0.48
47675,0.1,0.76
47676,0.51,0.82
47677,0.56,0.44
47678,0.08,0.24
47679,0.22,0.55
47680,0.46,0.49
47681,0.04,0.52
47682,0.81,0.77
47683,0.0,0.07
47684,0.51,0.61
47685,0.04,0.85
47686,0.05,0.08
47687,0.52,0.55
47688,0.83,0.78
47689,0.02,0.15
47690,0.01,0.06
47691,0.24,0.14
47692,0.14,0.67
47693,0.24,0.7
47694,0.03,0.08
47695,0.01,0.98
47696,0.01,0.05
47697,0.01,0.0
47698,0.14,0.1
47699,0.55,0.67
47700,0.19,0.23
47701,0.07,0.76
47702,0.01,0.25
47703,0.02,0.09
47704,0.06,0.13
47705,0.1,0.97
47706,0.37,0.39
47707,0.12,0.08
47708,0.07,0.46
47709,0.34,0.74
47710,0.04,0.39
47711,0.05,0.24
47712,0.21,0.49
47713,0.28,0.71
47714,0.24,0.73
47715,0.08,0.9
47716,0.21,0.62
47717,0.2,0.88
47718,0.29,0.53
47719,0.08,0.46
47720,0.1,0.82
47721,0.44,0.78
47722,0.82,0.94
47723,0.05,0.55
47724,0.22,0.38
47725,0.27,0.3
47726,0.15,0.22
47727,0.27,0.86
47728,0.21,0.61
47729,0.48,0.85
47730,0.05,0.31
47731,0.05,0.29
47732,0.37,0.62
47733,0.41,0.49
47734,0.18,0.16
47735,0.09,0.33
47736,0.0,0.11
47737,0.13,0.12
47738,0.12,0.22
47739,0.51,0.72
47740,0.16,0.21
47741,0.53,0.95
47742,0.01,0.63
47743,0.22,0.57
47744,0.3,0.25
47745,0.4,0.88
47746,0.3,0.58
47747,0.73,0.84
47748,0.85,0.7
47749,0.06,0.32
47750,0.26,0.32
47751,0.76,0.85
47752,0.48,0.85
47753,0.05,0.11
47754,0.64,0.82
47755,0.24,0.75
47756,0.61,0.77
47757,0.1,0.81
47758,0.5,0.85
47759,0.14,0.4
47760,0.02,0.09
47761,0.26,0.96
47762,0.08,0.0
47763,0.33,0.63
47764,0.08,0.05
47765,0.19,0.6
47766,0.25,0.24
47767,0.03,0.69
47768,0.33,0.24
47769,0.3,0.72
47770,0.55,0.95
47771,0.03,0.32
47772,0.16,0.6
47773,0.01,0.17
47774,0.0,0.15
47775,0.05,0.24
47776,0.48,0.72
47777,0.02,0.06
47778,0.02,0.2
47779,0.08,0.32
47780,0.71,0.81
47781,0.04,0.05
47782,0.19,0.27
47783,0.26,0.37
47784,0.02,0.12
47785,0.01,0.24
47786,0.29,0.25
47787,0.09,0.12
47788,0.04,0.55
47789,0.6,0.94
47790,0.11,0.75
47791,0.49,0.57
47792,0.04,0.05
47793,0.2,0.72
47794,0.16,0.17
47795,0.11,0.62
47796,0.16,0.38
47797,0.18,0.67
47798,0.46,0.24
47799,0.2,0.15
47800,0.17,0.52
47801,0.1,0.43
47802,0.37,0.59
47803,0.12,0.36
47804,0.32,0.1
47805,0.22,0.24
47806,0.01,0.2
47807,0.37,0.75
47808,0.45,0.32
47809,0.93,0.87
47810,0.26,0.73
47811,0.34,0.7
47812,0.12,0.8
47813,0.19,0.27
47814,0.08,0.1
47815,0.29,0.37
47816,0.42,0.59
47817,0.0,0.01
47818,0.04,0.59
47819,0.61,0.24
47820,0.06,0.39
47821,0.71,0.17
47822,0.13,0.8
47823,0.15,0.14
47824,0.18,0.71
47825,0.16,0.22
47826,0.08,0.66
47827,0.64,0.67
47828,0.11,0.56
47829,0.05,0.1
47830,0.0,0.58
47831,0.15,0.18
47832,0.06,0.08
47833,0.27,0.71
47834,0.22,0.22
47835,0.05,0.1
47836,0.13,0.05
47837,0.05,0.5
47838,0.0,0.9
47839,0.02,0.73
47840,0.16,0.56
47841,0.02,0.08
47842,0.03,0.23
47843,0.33,0.36
47844,0.35,0.89
47845,0.27,0.47
47846,0.08,0.52
47847,0.77,0.8
47848,0.21,0.86
47849,0.02,0.09
47850,0.31,0.28
47851,0.54,0.98
47852,0.03,0.51
47853,0.72,0.54
47854,0.13,1.0
47855,0.06,0.08
47856,0.03,0.08
47857,0.31,0.46
47858,0.16,0.95
47859,0.25,0.86
47860,0.11,0.18
47861,0.0,0.27
47862,0.04,0.0
47863,0.04,0.31
47864,0.0,0.31
47865,0.67,0.74
47866,0.07,0.26
47867,0.17,0.13
47868,0.21,0.47
47869,0.25,0.57
47870,0.16,0.2
47871,0.48,0.71
47872,0.42,0.77
47873,0.02,0.11
47874,0.16,0.85
47875,0.45,0.42
47876,0.25,0.16
47877,0.09,0.17
47878,0.02,0.02
47879,0.46,0.74
47880,0.19,0.89
47881,0.04,0.31
47882,0.35,0.39
47883,0.02,0.08
47884,0.05,0.6
47885,0.09,0.39
47886,0.02,0.15
47887,0.04,0.42
47888,0.15,0.31
47889,0.1,0.3
47890,0.28,0.72
47891,0.04,0.35
47892,0.43,0.47
47893,0.02,0.04
47894,0.02,0.37
47895,0.05,0.86
47896,0.03,0.27
47897,0.17,0.55
47898,0.18,0.13
47899,0.33,0.27
47900,0.05,0.51
47901,0.18,0.41
47902,0.02,0.41
47903,0.49,0.76
47904,0.04,0.96
47905,0.45,0.77
47906,0.11,0.39
47907,0.03,0.84
47908,0.48,0.72
47909,0.44,0.92
47910,0.28,0.37
47911,0.06,0.53
47912,0.02,0.78
47913,0.11,0.41
47914,0.19,0.38
47915,0.03,0.4
47916,0.12,0.13
47917,0.37,0.18
47918,0.01,0.02
47919,0.18,0.47
47920,0.11,0.33
47921,0.09,0.13
47922,0.14,0.18
47923,0.12,0.27
47924,0.16,0.98
47925,0.04,0.77
47926,0.03,0.92
47927,0.12,0.11
47928,0.77,0.83
47929,0.32,0.73
47930,0.16,0.25
47931,0.09,0.06
47932,0.03,0.25
47933,0.18,0.21
47934,0.16,0.21
47935,0.72,0.59
47936,0.75,0.99
47937,0.55,0.68
47938,0.21,0.64
47939,0.37,0.83
47940,0.47,0.84
47941,0.06,0.56
47942,0.11,0.2
47943,0.29,0.3
47944,0.19,0.68
47945,0.14,0.21
47946,0.71,0.87
47947,0.22,0.75
47948,0.11,0.94
47949,0.15,0.72
47950,0.75,0.82
47951,0.03,0.07
47952,0.02,0.02
47953,0.21,0.34
47954,0.17,0.79
47955,0.4,0.47
47956,0.8,0.95
47957,0.1,0.21
47958,0.17,0.55
47959,0.29,0.81
47960,0.01,0.67
47961,0.86,0.7
47962,0.37,0.6
47963,0.08,0.53
47964,0.12,0.14
47965,0.34,0.34
47966,0.06,0.71
47967,0.04,1.0
47968,0.15,0.32
47969,0.04,0.06
47970,0.13,0.6
47971,0.15,0.23
47972,0.02,0.3
47973,0.15,0.43
47974,0.35,0.66
47975,0.07,0.63
47976,0.25,0.19
47977,0.26,0.64
47978,0.02,0.43
47979,0.01,0.06
47980,0.53,0.61
47981,0.11,0.34
47982,0.01,0.17
47983,0.0,0.01
47984,0.01,0.09
47985,0.0,0.13
47986,0.01,0.07
47987,0.0,0.01
47988,0.66,0.92
47989,0.15,0.11
47990,0.39,0.46
47991,0.57,0.65
47992,0.61,0.66
47993,0.16,0.67
47994,0.43,0.45
47995,0.88,0.98
47996,0.65,0.93
47997,0.01,0.0
47998,0.86,0.85
47999,0.13,0.43
48000,0.22,0.01
48001,0.32,0.54
48002,0.42,0.28
48003,0.13,0.6
48004,0.1,0.61
48005,0.34,0.47
48006,0.21,0.34
48007,0.27,0.66
48008,0.42,0.75
48009,0.04,0.48
48010,0.08,0.53
48011,0.04,0.17
48012,0.31,0.6
48013,0.25,0.14
48014,0.39,0.4
48015,0.1,0.12
48016,0.25,0.34
48017,0.01,0.03
48018,0.59,0.91
48019,0.75,0.63
48020,0.41,0.94
48021,0.13,0.62
48022,0.21,0.12
48023,0.06,0.11
48024,0.09,0.88
48025,0.03,0.09
48026,0.2,0.16
48027,0.08,0.15
48028,0.03,0.29
48029,0.1,0.33
48030,0.39,0.9
48031,0.17,0.25
48032,0.07,0.45
48033,0.04,0.04
48034,0.12,0.11
48035,0.03,0.13
48036,0.01,0.04
48037,0.16,0.61
48038,0.52,0.9
48039,0.19,0.97
48040,0.34,0.79
48041,0.57,0.61
48042,0.05,0.05
48043,0.12,0.33
48044,0.49,0.79
48045,0.18,0.35
48046,0.0,0.15
48047,0.04,0.86
48048,0.1,0.52
48049,0.08,0.44
48050,0.17,0.89
48051,0.16,0.51
48052,0.0,0.09
48053,0.79,0.92
48054,0.29,0.45
48055,0.15,0.54
48056,0.54,0.94
48057,0.1,0.17
48058,0.03,0.7
48059,0.07,0.3
48060,0.86,0.91
48061,0.18,0.52
48062,0.22,0.38
48063,0.2,0.28
48064,0.11,0.72
48065,0.04,0.09
48066,0.09,0.25
48067,0.04,0.07
48068,0.71,0.97
48069,0.49,0.87
48070,0.07,0.85
48071,0.22,0.82
48072,0.07,0.02
48073,0.38,0.47
48074,0.63,0.82
48075,0.12,0.71
48076,0.77,0.8
48077,0.15,0.33
48078,0.07,0.03
48079,0.16,0.33
48080,0.03,0.72
48081,0.13,0.83
48082,0.3,0.37
48083,0.32,0.59
48084,0.45,0.59
48085,0.05,0.3
48086,0.03,0.09
48087,0.1,0.7
48088,0.01,0.0
48089,0.23,0.9
48090,0.36,0.47
48091,0.46,0.95
48092,0.27,0.1
48093,0.39,0.81
48094,0.11,0.49
48095,0.77,0.64
48096,0.33,0.28
48097,0.1,0.91
48098,0.15,0.55
48099,0.17,0.35
48100,0.12,0.23
48101,0.41,0.54
48102,0.76,0.78
48103,0.15,0.18
48104,0.45,0.58
48105,0.0,1.0
48106,0.25,0.64
48107,0.65,0.49
48108,0.09,0.31
48109,0.23,0.33
48110,0.03,0.94
48111,0.15,0.81
48112,0.05,0.09
48113,0.31,0.71
48114,0.1,0.25
48115,0.07,0.7
48116,0.1,0.4
48117,0.14,0.29
48118,0.23,0.74
48119,0.41,0.65
48120,0.15,0.86
48121,0.01,0.01
48122,0.09,0.88
48123,0.02,0.22
48124,0.08,0.34
48125,0.23,0.51
48126,0.23,0.22
48127,0.1,0.28
48128,0.18,0.71
48129,0.02,0.34
48130,0.83,0.97
48131,0.38,0.62
48132,0.1,0.12
48133,0.16,0.31
48134,0.21,0.69
48135,0.61,0.96
48136,0.93,0.97
48137,0.49,0.85
48138,0.0,0.12
48139,0.64,0.8
48140,0.05,0.19
48141,0.06,0.08
48142,0.82,0.94
48143,0.09,0.56
48144,0.91,0.99
48145,0.31,0.32
48146,0.23,0.64
48147,0.15,0.7
48148,0.06,0.51
48149,0.01,0.24
48150,0.63,0.37
48151,0.54,0.27
48152,0.11,0.21
48153,0.4,0.7
48154,0.17,0.18
48155,0.8,0.82
48156,0.0,0.34
48157,0.36,0.31
48158,0.27,0.59
48159,0.29,0.19
48160,0.01,0.02
48161,0.13,0.31
48162,0.61,0.87
48163,0.07,0.23
48164,0.21,0.3
48165,0.73,0.47
48166,0.02,0.1
48167,0.63,0.79
48168,0.39,0.67
48169,0.11,0.16
48170,0.11,0.02
48171,0.06,0.74
48172,0.4,0.41
48173,0.4,0.41
48174,0.49,0.49
48175,0.11,0.1
48176,0.01,0.15
48177,0.61,0.64
48178,0.45,0.59
48179,0.0,0.14
48180,0.04,0.33
48181,0.2,0.22
48182,0.01,0.26
48183,0.06,0.12
48184,0.0,0.01
48185,0.07,0.94
48186,0.69,0.8
48187,0.3,0.61
48188,0.02,0.44
48189,0.02,0.22
48190,0.11,0.19
48191,0.85,0.9
48192,0.42,0.81
48193,0.01,0.23
48194,0.37,0.54
48195,0.17,0.15
48196,0.08,0.39
48197,0.02,1.0
48198,0.08,0.27
48199,0.26,0.4
48200,0.07,0.03
48201,0.29,0.8
48202,0.07,0.04
48203,0.23,0.28
48204,0.59,0.69
48205,0.53,0.81
48206,0.1,0.25
48207,0.13,0.27
48208,0.04,0.56
48209,0.35,0.95
48210,0.0,0.15
48211,0.04,0.11
48212,0.24,0.4
48213,0.04,0.07
48214,0.73,0.8
48215,0.12,0.08
48216,0.01,0.07
48217,0.49,0.95
48218,0.2,0.52
48219,0.35,0.63
48220,0.05,0.08
48221,0.55,0.24
48222,0.02,0.23
48223,0.38,0.74
48224,0.11,0.12
48225,0.19,0.96
48226,0.06,0.02
48227,0.31,0.6
48228,0.05,0.38
48229,0.62,0.75
48230,0.17,0.33
48231,0.34,0.23
48232,0.26,0.4
48233,0.1,0.09
48234,0.35,0.19
48235,0.62,0.89
48236,0.43,0.9
48237,0.01,0.0
48238,0.1,0.29
48239,0.18,0.78
48240,0.89,0.85
48241,0.08,0.26
48242,0.17,0.52
48243,0.0,0.05
48244,0.12,0.39
48245,0.49,0.62
48246,0.09,0.48
48247,0.08,0.17
48248,0.01,0.19
48249,0.15,0.33
48250,0.54,0.85
48251,0.08,0.42
48252,0.33,0.85
48253,0.12,0.34
48254,0.28,0.97
48255,0.47,0.88
48256,0.05,0.6
48257,0.05,0.64
48258,0.23,0.19
48259,0.63,0.94
48260,0.03,0.5
48261,0.04,0.02
48262,0.28,0.62
48263,0.21,0.17
48264,0.0,0.27
48265,0.31,0.44
48266,0.18,0.14
48267,0.34,0.6
48268,0.95,0.94
48269,0.19,0.12
48270,0.34,0.95
48271,0.1,0.06
48272,0.2,0.97
48273,0.13,0.17
48274,0.32,0.99
48275,0.28,0.34
48276,0.18,0.95
48277,0.1,0.91
48278,0.3,0.45
48279,0.01,0.08
48280,0.07,0.18
48281,0.17,0.49
48282,0.14,0.72
48283,0.25,0.51
48284,0.29,0.35
48285,0.1,0.64
48286,0.12,0.99
48287,0.12,0.37
48288,0.33,0.57
48289,0.02,0.38
48290,0.34,0.89
48291,0.54,0.91
48292,0.12,0.66
48293,0.2,0.11
48294,0.76,0.94
48295,0.24,0.36
48296,0.51,0.94
48297,0.21,0.75
48298,0.12,0.38
48299,0.26,0.67
48300,0.01,0.15
48301,0.07,0.4
48302,0.11,0.26
48303,0.14,0.11
48304,0.03,0.1
48305,0.21,0.61
48306,0.06,0.15
48307,0.02,0.16
48308,0.04,0.07
48309,0.52,0.71
48310,0.09,0.54
48311,0.04,0.31
48312,0.17,0.23
48313,0.39,0.6
48314,0.03,0.02
48315,0.06,0.21
48316,0.02,0.13
48317,0.07,0.27
48318,0.12,0.13
48319,0.0,0.21
48320,0.57,0.54
48321,0.05,0.08
48322,0.22,0.35
48323,0.15,0.32
48324,0.21,0.17
48325,0.14,0.5
48326,0.72,0.84
48327,0.16,0.08
48328,0.11,1.0
48329,0.22,0.14
48330,0.0,0.91
48331,0.63,0.45
48332,0.03,0.59
48333,0.2,0.25
48334,0.03,0.08
48335,0.13,0.89
48336,0.15,0.25
48337,0.21,0.98
48338,0.24,0.29
48339,0.01,0.17
48340,0.12,0.31
48341,0.83,0.73
48342,0.23,0.24
48343,0.74,0.89
48344,0.1,0.47
48345,0.18,0.64
48346,0.13,0.59
48347,0.0,0.12
48348,0.02,0.05
48349,0.15,0.4
48350,0.46,0.98
48351,0.53,0.81
48352,0.21,0.95
48353,0.25,0.44
48354,0.03,1.0
48355,0.01,0.06
48356,0.06,0.54
48357,0.18,0.63
48358,0.2,0.74
48359,0.33,0.36
48360,0.5,0.56
48361,0.35,0.62
48362,0.15,0.41
48363,0.13,0.69
48364,0.36,0.62
48365,0.49,0.77
48366,0.22,0.24
48367,0.39,0.53
48368,0.33,0.56
48369,0.44,0.5
48370,0.18,0.69
48371,0.04,0.58
48372,0.17,0.69
48373,0.42,0.35
48374,0.08,0.71
48375,0.09,0.15
48376,0.03,0.56
48377,0.07,0.03
48378,0.25,0.16
48379,0.16,0.19
48380,0.01,0.29
48381,0.12,0.3
48382,0.83,0.78
48383,0.03,0.05
48384,0.11,0.15
48385,0.5,0.43
48386,0.01,0.04
48387,0.21,0.04
48388,0.02,0.13
48389,0.12,0.61
48390,0.09,0.05
48391,0.15,0.72
48392,0.13,0.43
48393,0.77,0.9
48394,0.46,0.75
48395,0.18,0.57
48396,0.77,0.83
48397,0.34,0.65
48398,0.01,0.25
48399,0.56,0.64
48400,0.22,0.96
48401,0.05,0.99
48402,0.29,0.81
48403,0.07,0.04
48404,0.08,0.19
48405,0.18,0.15
48406,0.44,0.16
48407,0.26,0.7
48408,0.3,0.14
48409,0.01,0.81
48410,0.56,0.24
48411,0.03,0.01
48412,0.06,0.26
48413,0.12,0.64
48414,0.12,0.31
48415,0.54,0.89
48416,0.03,0.85
48417,0.0,0.07
48418,0.18,0.88
48419,0.79,0.62
48420,0.08,0.14
48421,0.04,0.74
48422,0.36,0.94
48423,0.76,0.85
48424,0.05,0.52
48425,0.0,0.23
48426,0.01,0.15
48427,0.06,0.1
48428,0.02,0.3
48429,0.16,0.21
48430,0.03,0.68
48431,0.27,0.7
48432,0.08,0.13
48433,0.01,0.07
48434,0.9,0.95
48435,0.34,0.21
48436,0.09,0.48
48437,0.56,0.49
48438,0.24,0.77
48439,0.02,0.56
48440,0.18,0.83
48441,0.04,0.05
48442,0.2,0.79
48443,0.04,0.99
48444,0.52,0.87
48445,0.05,0.92
48446,0.1,0.51
48447,0.11,0.49
48448,0.07,0.15
48449,0.67,0.47
48450,0.07,0.15
48451,0.47,0.75
48452,0.17,0.56
48453,0.02,0.95
48454,0.21,0.57
48455,0.26,0.14
48456,0.11,0.27
48457,0.58,0.59
48458,0.17,0.9
48459,0.08,0.27
48460,0.01,0.43
48461,0.05,0.14
48462,0.07,0.73
48463,0.24,0.65
48464,0.06,0.04
48465,0.23,0.3
48466,0.0,0.41
48467,0.14,0.49
48468,0.04,0.74
48469,0.31,0.62
48470,0.18,0.39
48471,0.46,0.43
48472,0.59,0.59
48473,0.15,0.98
48474,0.05,0.18
48475,0.33,0.5
48476,0.12,0.52
48477,0.59,0.93
48478,0.1,0.13
48479,0.02,0.63
48480,0.19,0.16
48481,0.08,0.35
48482,0.0,0.59
48483,0.44,0.77
48484,0.0,0.5
48485,0.68,0.68
48486,0.01,0.35
48487,0.05,0.24
48488,0.01,0.16
48489,0.32,0.3
48490,0.32,0.66
48491,0.52,0.76
48492,0.65,0.95
48493,0.01,0.32
48494,0.04,0.01
48495,0.11,0.89
48496,0.0,0.0
48497,0.23,0.93
48498,0.0,0.02
48499,0.08,0.89
48500,0.19,0.62
48501,0.38,0.22
48502,0.14,0.9
48503,0.14,0.29
48504,0.0,0.06
48505,0.13,0.08
48506,0.37,0.39
48507,0.03,0.08
48508,0.6,0.91
48509,0.31,0.84
48510,0.19,0.53
48511,0.26,0.19
48512,0.03,0.24
48513,0.23,0.26
48514,0.13,0.69
48515,0.09,0.62
48516,0.02,0.81
48517,0.08,0.98
48518,0.25,0.36
48519,0.29,0.9
48520,0.13,0.3
48521,0.08,0.76
48522,0.59,0.79
48523,0.23,0.88
48524,0.86,0.85
48525,0.31,0.18
48526,0.43,0.98
48527,0.32,0.48
48528,0.14,0.88
48529,0.02,0.95
48530,0.27,0.43
48531,0.55,0.81
48532,0.1,0.79
48533,0.33,0.61
48534,0.0,0.23
48535,0.14,0.18
48536,0.52,0.39
48537,0.06,0.04
48538,0.08,0.31
48539,0.07,0.04
48540,0.17,0.66
48541,0.04,0.04
48542,0.22,0.17
48543,0.01,0.21
48544,0.05,0.12
48545,0.65,0.66
48546,0.32,0.75
48547,0.07,0.31
48548,0.14,0.27
48549,0.21,0.65
48550,0.02,0.98
48551,0.14,0.54
48552,0.07,0.78
48553,0.19,0.54
48554,0.26,0.33
48555,0.36,0.48
48556,0.02,0.36
48557,0.8,0.87
48558,0.06,0.22
48559,0.04,0.5
48560,0.48,0.61
48561,0.0,1.0
48562,0.07,0.14
48563,0.31,0.58
48564,0.05,0.28
48565,0.29,0.53
48566,0.14,0.27
48567,0.46,0.43
48568,0.09,0.09
48569,0.03,0.19
48570,0.27,0.65
48571,0.3,0.37
48572,0.54,0.9
48573,0.2,0.38
48574,0.22,0.19
48575,0.19,0.28
48576,0.01,0.03
48577,0.37,0.75
48578,0.94,0.91
48579,0.4,0.8
48580,0.01,0.34
48581,0.05,0.93
48582,0.01,0.96
48583,0.03,0.25
48584,0.68,0.92
48585,0.03,0.6
48586,0.21,0.61
48587,0.25,0.9
48588,0.2,0.62
48589,0.52,0.54
48590,0.05,0.07
48591,0.13,0.11
48592,0.74,0.88
48593,0.21,0.43
48594,0.07,1.0
48595,0.11,0.34
48596,0.0,0.77
48597,0.1,0.94
48598,0.09,0.57
48599,0.67,0.9
48600,0.92,0.95
48601,0.03,0.54
48602,0.8,0.8
48603,0.02,0.35
48604,0.57,0.62
48605,0.26,0.21
48606,0.88,0.94
48607,0.44,0.5
48608,0.24,0.27
